opp_id,success,message,timestamp
b0GTbbGn6wDnOTKHCccW,False,"HTTP 400: {""message"":""Opportunity doesn't exist or is deleted."",""error"":""Bad Request"",""statusCode"":400}",2025-10-12 20:32:42
TcTYJImUAEGSzRwtQ4RL,True,Successfully deleted,2025-10-12 20:32:42
coEa4EQ9Nkj2PtlE4cYo,True,Successfully deleted,2025-10-12 20:32:42
SMQMQ9zKeDKsdIXhkd4H,True,Successfully deleted,2025-10-12 20:32:42
R3G7lD09YE3wWDjXal8P,True,Successfully deleted,2025-10-12 20:32:42
9Oy1Qnyq0AevYrCewS8J,True,Successfully deleted,2025-10-12 20:32:42
FSX6O7h0FVp28SQATUJS,True,Successfully deleted,2025-10-12 20:32:42
NzyOMZcqYZlau5cVlfQF,True,Successfully deleted,2025-10-12 20:32:42
LmSludNVz1SckqhndjkD,True,Successfully deleted,2025-10-12 20:32:42
ZiWoEyQu8ou547lz3HSj,True,Successfully deleted,2025-10-12 20:32:42
FUntHwzfZ9aU66tB4Bm4,True,Successfully deleted,2025-10-12 20:32:43
rtpCdHKdT5Pjg0ZILaNO,True,Successfully deleted,2025-10-12 20:32:43
3jLRKW2X7XHWLGtsLRQu,True,Successfully deleted,2025-10-12 20:32:43
uKMNWjrq7k4zSDNa3wEW,True,Successfully deleted,2025-10-12 20:32:43
tDAe2pggJdMf0jCAZXq9,True,Successfully deleted,2025-10-12 20:32:43
NhwoKSyEovrMPZNdOtss,True,Successfully deleted,2025-10-12 20:32:43
HGPtsdcOlFHgbjLqosR2,True,Successfully deleted,2025-10-12 20:32:43
XjSR9o55YA1CUfvrT8Zl,True,Successfully deleted,2025-10-12 20:32:43
3DAUJXsjLsKCxod43iIq,True,Successfully deleted,2025-10-12 20:32:43
JPnAhM6WLPqTYUuycfct,True,Successfully deleted,2025-10-12 20:32:43
f0yBRTJeZ2sgt1oV76Wv,True,Successfully deleted,2025-10-12 20:32:44
0tGhguTiA0fMwLVqSTwR,True,Successfully deleted,2025-10-12 20:32:44
DWVVIk5KVyMSTNIZqL0p,True,Successfully deleted,2025-10-12 20:32:44
o8iq8DnLjxgAhf3GiR79,True,Successfully deleted,2025-10-12 20:32:44
Z3FV3Nv80ghAyzOY3ISP,True,Successfully deleted,2025-10-12 20:32:44
qtToO4hZYDbzgpqIugr8,True,Successfully deleted,2025-10-12 20:32:44
K2jw7e1w970lmrM4qVl8,True,Successfully deleted,2025-10-12 20:32:44
PI4p5zP9hZsP1TcykNO6,True,Successfully deleted,2025-10-12 20:32:44
S1zeRq1DLS6NfJuHfkDs,True,Successfully deleted,2025-10-12 20:32:44
mZk0wlK4dwRkH7nRsyRD,True,Successfully deleted,2025-10-12 20:32:44
NNmA2AM1bBBmijLR6GSN,True,Successfully deleted,2025-10-12 20:32:46
Sys1XNh4S71z1RwMfEx3,True,Successfully deleted,2025-10-12 20:32:46
7dOhGLKRQLieIQGUxgAT,True,Successfully deleted,2025-10-12 20:32:46
bDhjaVfls6dxrKvve088,True,Successfully deleted,2025-10-12 20:32:46
gRloOJjhXYTTooolkl7Z,True,Successfully deleted,2025-10-12 20:32:46
hH8OAKzf1lvb1ArjxoW4,True,Successfully deleted,2025-10-12 20:32:46
ytET2wQzLcSOnWcJFsuE,True,Successfully deleted,2025-10-12 20:32:46
7CvXae0RmxuckW510Oiq,True,Successfully deleted,2025-10-12 20:32:46
oFO2Vk6bbnG0wUyUYw74,True,Successfully deleted,2025-10-12 20:32:46
LSvBDQdxAC3UiG7J7srp,True,Successfully deleted,2025-10-12 20:32:46
ckmWbdccqi4hzGugaE4E,True,Successfully deleted,2025-10-12 20:32:47
9FAOS3fk8fdgAp53LkKA,True,Successfully deleted,2025-10-12 20:32:47
VyT1wjDxgSPqcWvtKGzD,True,Successfully deleted,2025-10-12 20:32:47
2uvSffkpF6wuvmL0gYnT,True,Successfully deleted,2025-10-12 20:32:47
XRSGuFAUPcQ5enTmxse6,True,Successfully deleted,2025-10-12 20:32:47
hDknBYFrrGoFoDw5VSdM,True,Successfully deleted,2025-10-12 20:32:47
TFI2qqz8WKvj02mxrTpw,True,Successfully deleted,2025-10-12 20:32:47
syMjKBTJ2vbP9WDcRLW3,True,Successfully deleted,2025-10-12 20:32:47
D4Dck3XxVnizrFWdVFoD,True,Successfully deleted,2025-10-12 20:32:47
2VWVl0zNMab76NMmsXXO,True,Successfully deleted,2025-10-12 20:32:47
gsxMZomwX9Ci2mTxGAFo,True,Successfully deleted,2025-10-12 20:32:48
S6OXki4g2NjDP7QAhXg2,True,Successfully deleted,2025-10-12 20:32:48
F9KJYL4Is7xx6FC27zbb,True,Successfully deleted,2025-10-12 20:32:48
0zpzotj6H9aMnGhB5ZhP,True,Successfully deleted,2025-10-12 20:32:48
0CVaDO8ZmMNrGzeBt2Bh,True,Successfully deleted,2025-10-12 20:32:48
